"handle","name","content","replies","retweets","favorite","unix_timestamp","date","url","search_url","hashtags"
"@mediamaniak","MediaManiak","Is Lobola outdated and sexist? #chrisexcel #twar #pabi #fearwomen #salary https://t.co/eM6pKPW328","0","0","0","1655897957000","22 Jun 2022","mediamaniak/status/1539573737271566337","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","chrisexcel | twar | pabi | fearwomen | salary"
"@traviseest","Travis","One day he will go live on instagram simbambe lo🤞🤞🤞 #Masks #LoveIsland #TheUmbrellaAcademy #chrisexcel #LilTjay https://t.co/XXxPfuqzQS","0","0","1","1655965436000","23 Jun 2022","traviseest/status/1539856766116175874","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","Masks | LoveIsland | TheUmbrellaAcademy | chrisexcel | LilTjay"
"@MnqobiHadebe3","Mnqobi Hadebe","Mhh #chrisExcel #ChrisVsSamke #samke https://t.co/Ze9wR1eGuA","0","0","0","1655931026000","22 Jun 2022","MnqobiHadebe3/status/1539712436844085250","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","chrisExcel | ChrisVsSamke | samke"
"@ChrisExcel","Chris","Haendig's newsletter is finished and ready for pickup at Mike's copy.","0","0","0","1236781875000","11 Mar 2009","ChrisExcel/status/1310775236","https://twitter.com/chrisExcel?lang=en",""
"@CRoots__","Sive","EP 3|| Vise Melo || Hip Hop Please Watch || Subscribe #PodcastAndChill #blog #contentcreators #twar #ChrisBrown #Chrisexcel #hiphop #sound https://t.co/fRn063gPRC","0","0","1","1655892951000","22 Jun 2022","CRoots__/status/1539552741315514369","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","PodcastAndChill | blog | contentcreators | twar | ChrisBrown | Chrisexcel | hiphop | sound"
"@WDYTMzansi","What Do You Think Mzansi","I guess everyone has their day #ChrisExcel #Samke Chris Excel vs Samke and Others https://t.co/becZ4FYy6Y","0","0","0","1655896811000","22 Jun 2022","WDYTMzansi/status/1539568932557885441","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisExcel | Samke"
"@MBCNetworke","MBC Network","I am not a Mafia: Lebogang Maile makes play for ANC Gauteng top job | #ChrisExcel #AzolaTabane | Number 11 | CR17BankStatements | Lindiwe Sisulu | #fearwomen | Yeoville | #StateCaptureReport | https://t.co/GXGhEghN4V","0","0","0","1655889976000","22 Jun 2022","MBCNetworke/status/1539540262409707522","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisExcel | AzolaTabane | fearwomen | StateCaptureReport"
"@jobsplanetSA","JobsplanetSA🇿🇦","#JobSeekersSA #Job #ChrisExcel VACANCY! VACANCY! VACANCY! VACANCY! https://t.co/GW3nUAB670","0","0","0","1655889647000","22 Jun 2022","jobsplanetSA/status/1539538882462732290","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","JobSeekersSA | Job | ChrisExcel"
"@ChrisExcel","Chris","I'm trying to figure out when to find the time to learn creo/darwin/indesign/cs3, etc. and all that other shtuff!","0","0","0","1236719253000","10 Mar 2009","ChrisExcel/status/1307335948","https://twitter.com/chrisExcel?lang=en",""
"@FxEXAPANDABLES","ForexExapandables","The Art of Time is NOT Wasting It! #SadioMane #Liverpool #Christian #ChrisExcel #HBDThalapathyVijay #earthquake #Samke #ทําไมเจอแต่วิน #SUNOO #جامعة_المنصوره #Glastonbury2022 https://t.co/EOEktTl8t0","0","0","0","1655901300000","22 Jun 2022","FxEXAPANDABLES/status/1539587760545320960","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","SadioMane | Liverpool | Christian | ChrisExcel | HBDThalapathyVijay | earthquake | Samke | ทําไมเจอแต่วิน | SUNOO | جامعة_المنصوره | Glastonbury2022"
"@Karabo_Mamps","Karabo The First Jedi ®","When UNISA honours bursary dropped me, I decided to find a job to pay my fees and I got the census job. However, @StatsSA never paid me a any cent and I had to drop out of my honours studies because I couldn't pay my fees and registration. @podcastwithmacg @StatsSA #chrisexcel https://t.co/Gf0IV6rRz4","1","0","0","1655977457000","23 Jun 2022","Karabo_Mamps/status/1539907182937997313","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","chrisexcel"
"@driving_africa","MK Driving School Africa","Congratulations she got the License Code 14 MK Driving School Africa services we offer License Renewal PDP Renewal Learners License code 8 9 10 License Disc #Masks #itsofficial #ChrisExcel #Liverpool #SouthAfricans https://t.co/bP6hVaVU4m","0","0","1","1655973315000","23 Jun 2022","driving_africa/status/1539889810495660032","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","Masks | itsofficial | ChrisExcel | Liverpool | SouthAfricans"
"@ThabaangMogapi","Thabang Mogapi","@bnt_shuttles Book Your First class seat to avoid disappointment 🏂🏔🇱🇸 #chrisexcel #mtanese #Round2 https://t.co/0FxlOkC50a","0","0","0","1655922685000","22 Jun 2022","ThabaangMogapi/status/1539677454989672456","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","chrisexcel | mtanese | Round2"
"@ChrisExcel","Chris","I don't see artwork on PP server for the Horsemen For Christ newsletter ... do we need to contact client?","0","0","0","1236783976000","11 Mar 2009","ChrisExcel/status/1310939868","https://twitter.com/chrisExcel?lang=en",""
"@MotlokwaM","Tsotetsi ML","#DrMotsoaledi for President #Xoli #IncaseYouMissedIt #ChrisExcel #StateCaptureReport #Salary #Zondo","0","0","0","1655906864000","22 Jun 2022","MotlokwaM/status/1539611095148658688","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","DrMotsoaledi | Xoli | IncaseYouMissedIt | ChrisExcel | StateCaptureReport | Salary | Zondo"
"@Naija_PR","Naija","Ladies, did she faint???? https://t.co/Vgjqez1KYu","188","260","1115","1655994700000","23 Jun 2022","Naija_PR/status/1539979505254768640","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live",""
"@ChrisExcel","Chris","Rowland Appraisals is printing. Keller Williams is next in line. Realpro pdf proof sent to client. Select Home next digital job in line.","0","0","0","1236781205000","11 Mar 2009","ChrisExcel/status/1310723633","https://twitter.com/chrisExcel?lang=en",""
"@tourbunnycoward","Eric Lamse","If kuhamba u Cyril Ramaphosa who will be our next President? #chrisexcel","2","0","0","1655909535000","22 Jun 2022","tourbunnycoward/status/1539622298717769734","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","chrisexcel"
"@Lindz81271760","Lindz","@Maoseng_m @2022AFRICA He's now singing *Please Don't Judge Me #chrisexcel https://t.co/zLTz5ymTpa","0","0","0","1655897940000","22 Jun 2022","Lindz81271760/status/1539573665842532353","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","chrisexcel"
"@LatestNewsIntl","Latest News Channel","Stipend for Phase III equivalent to the National Minimum Wage ,says DBE .#ramaphosa #monkeypox #breastislife #aids #chrisexcel #johannesburg #orlandopirates #billgates https://t.co/roZyBDsLlj","0","0","1","1655995613000","23 Jun 2022","LatestNewsIntl/status/1539983335337984004","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ramaphosa | monkeypox | breastislife | aids | chrisexcel | johannesburg | orlandopirates | billgates"
"@Miss__Empress","Yanga","Day 1…#Masks Off! 💃❤️🔥 #Matenas #chrisexcel #TheWifeShowmax #Ramaphosa #RamaphosaMustGo https://t.co/7L1eqWrIgu","0","1","18","1655965886000","23 Jun 2022","Miss__Empress/status/1539858652777123841","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","Masks | Matenas | chrisexcel | TheWifeShowmax | Ramaphosa | RamaphosaMustGo"
"@WDYTMzansi","What Do You Think Mzansi","Chris Excel won mara, this is heart breaking, you can feel Samke’s pain in her laugh #twar #Samke #ChrisExcel https://t.co/cYWozRkK2q","0","0","2","1655900072000","22 Jun 2022","WDYTMzansi/status/1539582607553347585","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","twar | Samke | ChrisExcel"
"@FinalBoss300","Real Evidence","This Twar will end up with someone committing suicide and people being sued for defaming each other,yall have become too comfortable with dropping private information on this app, always Remember the POPI Act(Protection of Private Information Act) #Samke #Blem #ChrisExcel","0","0","4","1655923797000","22 Jun 2022","FinalBoss300/status/1539682118367952896","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","Samke | Blem | ChrisExcel"
"@Mfanawako012","Nks","Aiii na #angikhoright #catfish #chrisexcel https://t.co/T1YNJ8effe","0","0","0","1655898995000","22 Jun 2022","Mfanawako012/status/1539578091131084802","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","angikhoright | catfish | chrisexcel"
"@Diego23862434","Diego","Let's talk side hustles.Everyone should have one. What's your side hustle??#ChrisExcel #ITSOFFICIAL #AceMagashule #Masks #BrianMolefe #SouthAfricans #PhalaPhalaFarmGate #CBDTwitter","0","0","0","1655974440000","23 Jun 2022","Diego23862434/status/1539894528886308866","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisExcel | ITSOFFICIAL | AceMagashule | Masks | BrianMolefe | SouthAfricans | PhalaPhalaFarmGate | CBDTwitter"
"@LebeaMoyahabo","Melanin MoMo","I just watched #CollisionNetflix and all I have to say is “what was the reason!!”😂😂😂😂😂😂 #samke #chrisexcel #mrsmeg #zinhle","0","0","3","1655927574000","22 Jun 2022","LebeaMoyahabo/status/1539697960220598280","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","CollisionNetflix | samke | chrisexcel | mrsmeg | zinhle"
"@LeshMou","Mosa Leshilo","Lol, she's also going to pay Lobola? #ChrisExcel #twar #orlandopirates #monkeypox https://t.co/1WuQUpBfq8","0","0","2","1655995452000","23 Jun 2022","LeshMou/status/1539982660952641540","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisExcel | twar | orlandopirates | monkeypox"
"@Thelowdown_YT","The low down","Samke vs Chrisexcel Twar recap😁 https://t.co/IE7AXtM4Hb #ChrisVsSamke #chrisexcel #Round2","0","0","0","1655917371000","22 Jun 2022","Thelowdown_YT/status/1539655163874377731","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisVsSamke | chrisexcel | Round2"
"@ChrisExcel","Chris","Real Pro is at the post office. I'm ordering labels (will try to get overnight delivery if not too expensive.)","0","0","0","1236893573000","12 Mar 2009","ChrisExcel/status/1318385707","https://twitter.com/chrisExcel?lang=en",""
"@ChrisExcel","Chris","I'll get job tickets for Horsemen of the Apocalypse over to Prepress.","0","0","0","1236870747000","12 Mar 2009","ChrisExcel/status/1316421059","https://twitter.com/chrisExcel?lang=en",""
"@NaijaCenter","Naija_Information_Center","Always tryn be happy. #hanakuma #Rwanda #WhatsApp #doggy #RoyalFamilyLied #Fixed #Wooshik #Grace #ChrisExcel #shesa10 https://t.co/86hJopYWRe","0","0","2","1655939098000","22 Jun 2022","NaijaCenter/status/1539746293253390337","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","hanakuma | Rwanda | WhatsApp | doggy | RoyalFamilyLied | Fixed | Wooshik | Grace | ChrisExcel | shesa10"
"@ChapoteraKevin","SOROJENA (SJ)","When you meet your match #ChrisExcel #Robbery #zwitter #FakaPressure https://t.co/BgyvUtZEH6","0","0","3","1655887702000","22 Jun 2022","ChapoteraKevin/status/1539530725036380162","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisExcel | Robbery | zwitter | FakaPressure"
"@ChrisExcel","Chris","Ryan Agency has 2 postcards mailing. 3 are printing. They're drying now and are on schedule tomorrow for addressing","0","0","0","1236798732000","11 Mar 2009","ChrisExcel/status/1312120976","https://twitter.com/chrisExcel?lang=en",""
"@ChichitheBawss","mrsbawssladychichi","🕯🕯🕯🕯🕯For Bianca Coster to finally take legal action against Chris Excel now that he has been unmasked #chrisexcel #Samke #ChrisVsSamke https://t.co/4OIvSUL1ip","2","5","23","1655898016000","22 Jun 2022","ChichitheBawss/status/1539573983762423809","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","chrisexcel | Samke | ChrisVsSamke"
"@AdvoBarryRoux","Man’s NOT Barry Roux ","Sila 📍 https://t.co/iRUYYUmkzN","234","332","1364","1655922040000","22 Jun 2022","AdvoBarryRoux/status/1539674750171086856","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live",""
"@lwandisolinyana","lwandisolinyana","Beautiful Strong Custom Trailers manufactured by a 100%BlackOwned Kagiso based plant. Our work speaks for itself. Whatspp us on 084 468 9217 email: Getableworld@gmail.com #ChrisExcel #JuliusMalema #OperationDudula https://t.co/bNOE62j0Gu","0","0","0","1655883816000","22 Jun 2022","lwandisolinyana/status/1539514424754679808","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisExcel | JuliusMalema | OperationDudula"
"@MeJuMo","MeJuMo 🇮🇹","#ChrisVsSamke #chrisexcel Chris is bloody strategic https://t.co/YPMWxWxEwY","0","0","1","1655941552000","22 Jun 2022","MeJuMo/status/1539756588822585345","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisVsSamke | chrisexcel"
"@NtCommonSense","Its Not Common Sense Podcast","This Weekend on INCS Loud we discuss the music industry in KZN #chrisexcel #samke #Mamkhize https://t.co/VgpXnOdFiK","0","0","0","1655891620000","22 Jun 2022","NtCommonSense/status/1539547159053443072","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","chrisexcel | samke | Mamkhize"
"@ChrisExcel","Chris","I'm running to Jeff's Copy in Thorton to pickup Arlo/Calvin job.","0","0","0","1236884569000","12 Mar 2009","ChrisExcel/status/1317604691","https://twitter.com/chrisExcel?lang=en",""
"@NeoxWarrior","Neo 🧚🏽‍♀️","#ICanWithAbsa #ChrisExcel #Samke #Loadshedding https://t.co/Oam6MATOLV","0","0","0","1655889305000","22 Jun 2022","NeoxWarrior/status/1539537448975335424","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ICanWithAbsa | ChrisExcel | Samke | Loadshedding"
"@TheLifestyleCh3","The Lifestyle Channel","Who won the TWAR.? #ChrisVsSamke #xoli","1","5","8","1655907273000","22 Jun 2022","TheLifestyleCh3/status/1539612812904914944","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisVsSamke | xoli"
"@MavoSthe","𝓙𝓮 𝓼𝓾𝓲𝓼 𝓸𝓻 ✪","So did ""Chris"" fail to ""Excel""? #ChrisExcel 😆","0","0","0","1655893261000","22 Jun 2022","MavoSthe/status/1539554042682253313","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisExcel"
"@SpokesDeekay","K.D Letsoalo","https://t.co/VbVIyZUW4w #Samke #ChrisExcel #Nota https://t.co/HOzxy4CJ7E","0","0","0","1655893035000","22 Jun 2022","SpokesDeekay/status/1539553092731019264","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","Samke | ChrisExcel | Nota"
"@dme_363","DME 🇳🇦","Mbuae Chris Excel and Samke are a perfect match made in hell. The Joker and The Queen. 😂😂😂😂 https://t.co/Auvo7XDb2E","10","34","101","1655878928000","22 Jun 2022","dme_363/status/1539493924439572482","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live",""
"@ChrisExcel","Chris","Another Select Home snag. Darwin software spitting out transparency errors. Darrell knows how to bypass. Need software plugin","0","0","0","1236884528000","12 Mar 2009","ChrisExcel/status/1317601100","https://twitter.com/chrisExcel?lang=en",""
"@ubetoo","Ubetoo","Mr Smeg Dragged Into Chris Excel and Samke Twar: Twitter influencer Mr. Smeg was dragged into former lovers Chris Excel and Samke’s online war. We doubt if there will ever be a week where there is no drama… https://t.co/AoBv6EeBSq #News #ChrisExcel #MrSmeg #Samke South Africa","0","0","0","1655900283000","22 Jun 2022","ubetoo/status/1539583495084728320","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","News | ChrisExcel | MrSmeg | Samke"
"@zero_mpho","ZERO11","Poverty will silence you with your wisdom #ChrisExcel #RichMnisi #malema #sowetoshutdown","0","0","0","1655893483000","22 Jun 2022","zero_mpho/status/1539554971145932804","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisExcel | RichMnisi | malema | sowetoshutdown"
"@Vervetstore1","Vervetstore","#cyrilramphosa #angiemotshekga #departmentofeducation #Chrisexcel #MrSmeg Presidential youth employment initiative is failing dismally to make payments for assistant educators and general workers claims of no money 💰💰.","0","0","1","1655972635000","23 Jun 2022","Vervetstore1/status/1539886959388139520","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","cyrilramphosa | angiemotshekga | departmentofeducation | Chrisexcel | MrSmeg"
"@ubetoo","Ubetoo","The Big Exposé: “Chris Excel” Exposed As Azola Tabane, Girlfriend, House Revealed: It has been said that the best way to fight a bully is not to cower and submit but to bully them. That strategy was adopted by… https://t.co/7eowK2fZJU #News #AzolaTabane #ChrisExcel South Africa","0","1","3","1655895302000","22 Jun 2022","ubetoo/status/1539562601805279233","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","News | AzolaTabane | ChrisExcel"
"@INBaloyi","The Innocent | #TheInnocent","After the minister of health repealed regulations requiring face masks. How many breadwinners do you think went on panic mode thinking they had stocked up on face masks and chances of them making the money back no longer exists. #Masks #ItsOfficial #Gautrain #ChrisExcel #Mathoho","0","0","1","1655972645000","23 Jun 2022","INBaloyi/status/1539886999586635776","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","Masks | ItsOfficial | Gautrain | ChrisExcel | Mathoho"
"@MUST_BE_KOKETSO","TheCloutChasser.ZA","@ChrisExcel102 https://t.co/odDRLf55AI As yall go threw comments RT this #ChrisExcel","0","0","0","1655914987000","22 Jun 2022","MUST_BE_KOKETSO/status/1539645164687609856","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisExcel"
"@Enterta52208167","Entertainment Venue","Musa threatened with legal action.#monkeypox #ramaphosa #breastislife #aids #chrisexcel #johannesburg #orlandopirates #billgates https://t.co/SETJt1d8Da","0","0","0","1655998261000","23 Jun 2022","Enterta52208167/status/1539994444103094272","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","monkeypox | ramaphosa | breastislife | aids | chrisexcel | johannesburg | orlandopirates | billgates"
"@soberupdriving","Sober Up Driving School Pty Ltd.","Congrats to those who made it today, call or WhatsApp us on 0791254941 for learners and driver's license all codes #Arrest #StateCaptureReport #Round2 #PhalaPhalaFarmGate #ChrisExcel #Glencore #Zondo #KaizerChiefs #CBDTwitter #LindiweSisulu https://t.co/EKkU5pTKHH","0","0","1","1655921940000","22 Jun 2022","soberupdriving/status/1539674328014491648","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","Arrest | StateCaptureReport | Round2 | PhalaPhalaFarmGate | ChrisExcel | Glencore | Zondo | KaizerChiefs | CBDTwitter | LindiweSisulu"
"@Diego23862434","Diego","Some of us knew way back in 2016 that covid was coming.That the cure is hydroxychloroquine.That the vaccine will kill more ppl than covid. There's a way to know.#ChrisExcel #ITSOFFICIAL #BrianMolefe #Masks #ThomasAndSkhumba #PhalaPhalaFarmGate #AceMagashule","2","1","5","1655975826000","23 Jun 2022","Diego23862434/status/1539900345538777088","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisExcel | ITSOFFICIAL | BrianMolefe | Masks | ThomasAndSkhumba | PhalaPhalaFarmGate | AceMagashule"
"@jozzbeatsa","JozzBeatSA","#Jerusalem #OrlandoPirates #Zuma #monkeypox #Kwesta #ChrisExcel #Samke #Twar #ANCGP #Enca #KaizerChiefs #halala #SundayMorning https://t.co/CPFbuYq61E","0","2","1","1656221277000","26 Jun 2022","jozzbeatsa/status/1540929838617448448","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","Jerusalem | OrlandoPirates | Zuma | monkeypox | Kwesta | ChrisExcel | Samke | Twar | ANCGP | Enca | KaizerChiefs | halala | SundayMorning"
"@mr_fxsanitizer","Imbuzi 🥃","ChrisExcel just knocked out Samke with an upper cut The ref is still counting and Samke is still down It is not looking good for Samke on this round #ChrisVsSamke #Round2 #ChrisExcel","0","0","0","1655920375000","22 Jun 2022","mr_fxsanitizer/status/1539667765883088897","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisVsSamke | Round2 | ChrisExcel"
"@DMSeleteng","NO MERCY","Bought my Gran a car last year, tbis is how it looks like now 😂 #ChrisExcel #Samke #It's OFFICIAL #Masks https://t.co/BGArYqNLdb","1","0","8","1655976854000","23 Jun 2022","DMSeleteng/status/1539904656616439808","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisExcel | Samke | It | Masks"
"@pule_jones","Pule Letshwiti-Jones","I pray one day that some of our youth can focus on issues of national importance affecting our country. Not this stupid Twitter talk about #Samke vs #ChrisExcel. We benefit nothing from this!","0","1","7","1655887485000","22 Jun 2022","pule_jones/status/1539529813282668544","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","Samke | ChrisExcel"
"@UnkelSosa20","DON SOSISTO 20","#matenas #chrisexcel #blem #Round2 ❤️ https://t.co/k1xdxOxfew","0","0","1","1655923350000","22 Jun 2022","UnkelSosa20/status/1539680245049180161","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","matenas | chrisexcel | blem | Round2"
"@GoatOdds","The OddGoat ⚽","Yesterday was a good day but Today we multiply again! #betway #betwaycodes #sportscards #friendsoftheoddgoat #sportsbettingpicks #PhalaPhalaGate #PhalaPhalaFarmGate #sowetoshutdown #Loadshedding #TheTouchDown #askaman #CR17BankStatements #chrisexcel https://t.co/BglXhlSbhe","0","1","5","1655887716000","22 Jun 2022","GoatOdds/status/1539530784368893954","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","betway | betwaycodes | sportscards | friendsoftheoddgoat | sportsbettingpicks | PhalaPhalaGate | PhalaPhalaFarmGate | sowetoshutdown | Loadshedding | TheTouchDown | askaman | CR17BankStatements | chrisexcel"
"@Diego23862434","Diego","Lots of beautiful faces with ugly character. Can never be with such women. #ChrisExcel #AceMagashule #masks #Hawks #PhalaPhalaFarmGate #SouthAfricans #CBDTwitter #BrainMolefe","0","0","0","1655972583000","23 Jun 2022","Diego23862434/status/1539886740101529600","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisExcel | AceMagashule | masks | Hawks | PhalaPhalaFarmGate | SouthAfricans | CBDTwitter | BrainMolefe"
"@WDYTMzansi","What Do You Think Mzansi","#blem #chrisexcel #Samke samke blem Chris Excel https://t.co/coodMP6vnu","0","0","0","1655935179000","22 Jun 2022","WDYTMzansi/status/1539729858820964353","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","blem | chrisexcel | Samke"
"@Mapretty5","OkaM-A-D-I-K-I-Z-E-L-A","Ayi busy TL kunzima nobukela my favorite show #PastorWantsAWife 😭😭😭isgaxa phezu kweSgaxa #Samke #ChrisExcel https://t.co/SiMc4WniT3","0","1","1","1655921333000","22 Jun 2022","Mapretty5/status/1539671785230290945","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","PastorWantsAWife | Samke | ChrisExcel"
"@gamede_sanele","Dr Sanele Gamede - Youth Life & Career Coach","Attention to Unemployed Graduates!!! As we approach the second half of 2022, I am sure you haven't given up and I applaud you for that!! This article is for you and your connections Remember to visit https://t.co/fbFihdkVON #unemployedgraduates #chrisExcel #Salary https://t.co/O6hwylFDHW","0","5","9","1655889293000","22 Jun 2022","gamede_sanele/status/1539537399054753793","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","unemployedgraduates | chrisExcel | Salary"
"@DMSeleteng","NO MERCY","The fact that y'all are not realising that all this is clout bating amazes me. All this people have agreed to do this for followers nd to trend #Samke #ChrisExcel #Masks https://t.co/lgImAj1pFj","0","0","0","1655977459000","23 Jun 2022","DMSeleteng/status/1539907192958091264","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","Samke | ChrisExcel | Masks"
"@ChrisExcel","Chris","Left voicemail for Horsemen dude re: signature on application.","0","0","0","1236893638000","12 Mar 2009","ChrisExcel/status/1318391296","https://twitter.com/chrisExcel?lang=en",""
"@Khulehnyzzer","K h u ll e h __ N y z z e r™","Ulundi Catching strays for nothing #Samke #Christmas #ChrisExcel https://t.co/ieeWjalVEM","0","0","0","1655916056000","22 Jun 2022","Khulehnyzzer/status/1539649649102819329","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","Samke | Christmas | ChrisExcel"
"@Perxxi_Universe","THE_REAL_PERCY","Covid 19⬅️out Monkey Pox➡️In #monkeypox #Cristiano #chrisexcel","0","0","0","1656093734000","24 Jun 2022","Perxxi_Universe/status/1540394885823488000","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","monkeypox | Cristiano | chrisexcel"
"@ShumaKyla","KayCee Daniels21","2 days and counting😹😹😹😹aii shame you'll trend till the next century sarna😹😹😹😹😹 #ChrisExcel #TwarwithChrisandSamke🙌","0","0","0","1655891737000","22 Jun 2022","ShumaKyla/status/1539547649266921473","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisExcel | TwarwithChrisandSamke"
"@SetroAmake","SETRO AMAKE","Wanting More is Okay #RichMnisi #JuliusMalema #ChrisExcel #Pabi #DrMotsoaledi","0","0","1","1655903132000","22 Jun 2022","SetroAmake/status/1539595442249424896","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","RichMnisi | JuliusMalema | ChrisExcel | Pabi | DrMotsoaledi"
"@AfriaOf","LionessOfAfria","@Architector_K Wise words from #ChrisExcel","0","0","0","1656278265000","26 Jun 2022","AfriaOf/status/1541168865706708993","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisExcel"
"@jobsplanetSA","JobsplanetSA🇿🇦","#JobSeekersSA #Job #ChrisExcel VACANCY! VACANCY! VACANCY! VACANCY! https://t.co/U3G4YIildP","0","0","1","1655889386000","22 Jun 2022","jobsplanetSA/status/1539537787245973505","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","JobSeekersSA | Job | ChrisExcel"
"@BathongMax","Lebo🔰","Samke bully the bullies so badly in this app and bury them all in elephant graves but they have no choice but scream raise their voice up cause it annoys them to see that Samke is not scared of them! 😭😭#IncaseYouMissedIt #ChrisExcel https://t.co/EzW3NU7pM8","3","20","185","1655906065000","22 Jun 2022","BathongMax/status/1539607743040049155","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","IncaseYouMissedIt | ChrisExcel"
"@MrSTKhumalo","Mr ST Khumalo","We need people like in this country, shoot to kill, and eliminate criminals as soon as possible! #round2 #Chrisexcel #earthquake #Matenas #StateCaptureReport https://t.co/Oxre7sipiU","60","218","611","1655920802000","22 Jun 2022","MrSTKhumalo/status/1539669555379056640","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","round2 | Chrisexcel | earthquake | Matenas | StateCaptureReport"
"@Landless_Queen","Skhali Seyi Nsizwa 🙏🏾🕯","Yabona itwitter yona 😂😂😂😂 awuthi ngilale 😂😂😂😂😂😂 #blem #Samke #ChrisExcel #Azola yi nxakanxaka tsiiiiii 😂😂😂😂😂","0","0","0","1655946210000","23 Jun 2022","Landless_Queen/status/1539776125743890434","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","blem | Samke | ChrisExcel | Azola"
"@Kutullo_k2","Kutullo","For @mbali_ndlela to make a theatreduction thread on this #samke and #ChrisExcel twar https://t.co/dd5iTB3U6Z","0","0","0","1655921418000","22 Jun 2022","Kutullo_k2/status/1539672139455938560","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","samke | ChrisExcel"
